Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
ubuntu:22.04,go mod download,"WORKDIR /app
COPY ./ ./",https://github.com/tuannamnguyen/go-chat-app/blob/33cd2a1af452f606ef37a96407941c29256e311a/Dockerfile
ubuntu:22.04,CGO_ENABLED=0 GOOS=linux go build -C ./cmd/api -o /chat-app,"WORKDIR /app
COPY ./ ./",https://github.com/tuannamnguyen/go-chat-app/blob/33cd2a1af452f606ef37a96407941c29256e311a/Dockerfile
ubuntu:22.04,go test -v ./...,"WORKDIR /app
COPY ./ ./",https://github.com/tuannamnguyen/go-chat-app/blob/33cd2a1af452f606ef37a96407941c29256e311a/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y ca-certificates && rm -rf /var/lib/apt/lists/* /var/cache/apt/archives/*,"WORKDIR /app
COPY ./ ./",https://github.com/tuannamnguyen/go-chat-app/blob/33cd2a1af452f606ef37a96407941c29256e311a/Dockerfile
ubuntu:22.04,apt update,,https://github.com/sgraphics/near-compiler-api/blob/f76bccec237f8cee3ecf44bb1bbfe5defba78fe4/Dockerfile
ubuntu:22.04,apt install -y curl sudo,,https://github.com/sgraphics/near-compiler-api/blob/f76bccec237f8cee3ecf44bb1bbfe5defba78fe4/Dockerfile
ubuntu:22.04,apt-get -y install git,,https://github.com/sgraphics/near-compiler-api/blob/f76bccec237f8cee3ecf44bb1bbfe5defba78fe4/Dockerfile
ubuntu:22.04,curl -sL https://deb.nodesource.com/setup_16.x | sudo bash -,,https://github.com/sgraphics/near-compiler-api/blob/f76bccec237f8cee3ecf44bb1bbfe5defba78fe4/Dockerfile
ubuntu:22.04,apt install -y nodejs,,https://github.com/sgraphics/near-compiler-api/blob/f76bccec237f8cee3ecf44bb1bbfe5defba78fe4/Dockerfile
ubuntu:22.04,npm i,,https://github.com/sgraphics/near-compiler-api/blob/f76bccec237f8cee3ecf44bb1bbfe5defba78fe4/Dockerfile
ubuntu:22.04,: && apt-get update && apt-get install -y apt-utils bash-completion bison ca-certificates ccache check curl file flex git git-lfs gperf lcov libbsd-dev libffi-dev libncurses-dev libswt-gtk-4-java libusb-1.0-0-dev libwebkit2gtk-4.0-37 make ninja-build npm python3 python3-pip python3-venv ruby sudo unzip vim wget xz-utils zip && :,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,curl -sS https://dl.yarnpkg.com/debian/pubkey.gpg | gpg --dearmor | tee /etc/apt/trusted.gpg.d/yarn.gpg >/dev/null,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"echo ""deb https://dl.yarnpkg.com/debian/ stable main"" | tee /etc/apt/sources.list.d/yarn.list",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y yarn && apt-get autoremove -y && rm -rf /var/lib/apt/lists/* && update-alternatives --install /usr/bin/python python /usr/bin/python3 10,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,python -m pip install --upgrade pip,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"if [ ""$IDF_INSTALL_TARGETS"" = ""all"" ]; then apt-get update && apt-get install -y build-essential && apt-get autoremove -y && rm -rf /var/lib/apt/lists/* ; fi",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"echo IDF_CHECKOUT_REF=$IDF_CHECKOUT_REF IDF_CLONE_BRANCH_OR_TAG=$IDF_CLONE_BRANCH_OR_TAG && git config --global http.postBuffer 524288000 && git clone --recursive --progress ${IDF_CLONE_SHALLOW:+--depth=1 --shallow-submodules} ${IDF_CLONE_BRANCH_OR_TAG:+-b $IDF_CLONE_BRANCH_OR_TAG} $IDF_CLONE_URL $IDF_PATH && if [ -n ""$IDF_CHECKOUT_REF"" ]; then cd $IDF_PATH && if [ -n ""$IDF_CLONE_SHALLOW"" ]; then git fetch origin --depth=1 --recurse-submodules ${IDF_CHECKOUT_REF}; fi && git checkout $IDF_CHECKOUT_REF && git submodule update --init --recursive; fi",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,: && update-ca-certificates --fresh && $IDF_PATH/tools/idf_tools.py --non-interactive install required --targets=${IDF_INSTALL_TARGETS} && $IDF_PATH/tools/idf_tools.py --non-interactive install cmake && $IDF_PATH/tools/idf_tools.py --non-interactive install-python-env && rm -rf $IDF_TOOLS_PATH/dist && :,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,: && apt-get update && apt-get install -y -q bzip2 libglib2.0-0 libpixman-1-0 libslirp0 && rm -rf /var/lib/apt/lists/* && :,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"bash -c ': && wget --no-verbose https://github.com/espressif/qemu/releases/download/esp-${QEMU_VER//_/-}/${QEMU_RISCV32_DIST} && echo ""${QEMU_RISCV32_SHA256} *${QEMU_RISCV32_DIST}"" | sha256sum --check --strict - && tar -xf ${QEMU_RISCV32_DIST} -C /opt && rm ${QEMU_RISCV32_DIST} && wget --no-verbose https://github.com/espressif/qemu/releases/download/esp-${QEMU_VER//_/-}/${QEMU_XTENSA_DIST} && echo ""${QEMU_XTENSA_SHA256} *${QEMU_XTENSA_DIST}"" | sha256sum --check --strict - && tar -xf ${QEMU_XTENSA_DIST} -C /opt && rm ${QEMU_XTENSA_DIST} '",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"dpkgArch=""$(dpkg --print-architecture | awk -F- '{ print $NF }')"" && wget -O /usr/local/bin/gosu ""https://github.com/tianon/gosu/releases/download/$GOSU_VERSION/gosu-$dpkgArch"" && chmod 755 /usr/local/bin/gosu && gosu nobody true",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"echo ""# allow $USERNAME full permission\\n\\n $USERNAME ALL=(ALL) NOPASSWD:ALL"" >>/etc/sudoers",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,useradd -u $USERID -d /home/$USERNAME -m -s /bin/bash $USERNAME && usermod -a -G dialout $USERNAME && usermod -a -G plugdev $USERNAME,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,chgrp $USERID /home/$USERNAME,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,chown $USERID /home/$USERNAME,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"sed -i '/#if \\[ -f \\/etc\\/bash_completion/,/fi/{s/^#//}' /root/.bashrc",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,sed -i 's/^/#/' /etc/apt/apt.conf.d/docker-clean,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,apt update,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,apt install -y gulp gyp,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"curl -o- https://raw.githubusercontent.com/nvm-sh/nvm/v0.39.1/install.sh | bash && . ""$NVM_DIR/nvm.sh"" && nvm install $NODE_VERSION && nvm alias default $NODE_VERSION && nvm use default",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,"echo ""nodeLinker: node-modules"" > .yarnrc.yml",,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,corepack enable && yarn set version stable,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,npm install -g node-gyp,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,apt install -y fuse,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,apt install -y dosfstools,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,chmod +x /opt/esp/entrypoint.sh,,https://github.com/mishafarms/esp32_docker/blob/9430e6abeed57bc2eb03a78669cdc808c02e8b2c/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y tzdata,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,apt-get update && apt-get -y upgrade && apt-get install -y wget curl cmake binutils build-essential libssl-dev gdb ltrace strace socat gcc g++ ruby git python3-pip sudo gcc-multilib netcat bsdmainutils xxd,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y exiftool steghide foremost pngcheck,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y torsocks,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,gem install one_gadget,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,python3 -m pip install -U pip,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,pip3 install pwntools angr uncompyle6 decompyle3 pycrypto,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,apt update && apt install -y python2.7,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,curl https://bootstrap.pypa.io/pip/2.7/get-pip.py --output get-pip.py,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,python2.7 get-pip.py,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,useradd -m -s /bin/bash ubuntu && echo 'ubuntu ALL=(ALL) NOPASSWD:ALL' > /etc/sudoers.d/ubuntu,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,git clone https://github.com/longld/peda.git /home/ubuntu/peda && git clone https://github.com/scwuaptx/Pwngdb.git /home/ubuntu/Pwngdb && cp /home/ubuntu/Pwngdb/.gdbinit /home/ubuntu/,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,git clone https://github.com/radareorg/radare2 && /home/ubuntu/radare2/sys/install.sh,,https://github.com/msymt/ctf-env/blob/29c3d44feec3902dd719042a5f501d323907a61b/Dockerfile
ubuntu:22.04,apt update && apt install -y sudo wget,,https://github.com/Jarvl/sys-bootstrap/blob/6bdbfed22785f971254d4d4fd522d7317923ca15/Dockerfile
ubuntu:22.04,useradd -m testuser && usermod -aG sudo testuser,,https://github.com/Jarvl/sys-bootstrap/blob/6bdbfed22785f971254d4d4fd522d7317923ca15/Dockerfile
ubuntu:22.04,"echo ""testuser ALL=(ALL) NOPASSWD:ALL"" > /etc/sudoers.d/10-testuser # Bypasses sudo prompting for password for testing purposes",,https://github.com/Jarvl/sys-bootstrap/blob/6bdbfed22785f971254d4d4fd522d7317923ca15/Dockerfile
ubuntu:22.04,apt update && apt -y install wget git make cmake,,https://github.com/bjia56/sophgo-host-tools/blob/af11fa7eb84d6e63bd9aa21c21a3567f00c8cbb9/Dockerfile
ubuntu:22.04,wget https://sophon-file.sophon.cn/sophon-prod-s3/drive/23/03/07/16/host-tools.tar.gz && tar xvf host-tools.tar.gz,,https://github.com/bjia56/sophgo-host-tools/blob/af11fa7eb84d6e63bd9aa21c21a3567f00c8cbb9/Dockerfile
ubuntu:22.04,apt update,,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile
ubuntu:22.04,apt install -y gawk wget git-core diffstat unzip texinfo gcc-multilib build-essential chrpath socat file cpio python3 python3-pip python3-pexpect xz-utils debianutils iputils-ping libsdl1.2-dev xterm tar locales net-tools rsync sudo vim curl zstd liblz4-tool libssl-dev bc lzop libgnutls28-dev efitools git-lfs,,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile
ubuntu:22.04,locale-gen en_US.UTF-8 && update-locale LC_ALL=en_US.UTF-8 LANG=en_US.UTF-8,,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile
ubuntu:22.04,rm /bin/sh && ln -s bash /bin/sh,,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile
ubuntu:22.04,"echo ""${USER} ALL=(ALL) NOPASSWD: ALL"" > /etc/sudoers.d/${USER} && chmod 0440 /etc/sudoers.d/${USER}",,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile
ubuntu:22.04,groupadd -g $host_gid nxp && useradd -g $host_gid -m -s /bin/bash -u $host_uid $USER,,https://github.com/gpioblink/raspi-docker/blob/ef8fa81c318288f614e0ba41b22a7bf0426ceb1e/Dockerfile
ubuntu:22.04,dpkg --add-architecture i386 && apt-get update && apt-get -y install ca-certificates build-essential curl wget texinfo flex bison python-is-python3 python3-dev python3-venv python3-distro mingw-w64 lsb-release,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,apt-get update && apt-get -y install libdwarf-dev libelf-dev libelf-dev:i386 libboost-dev zlib1g-dev libjemalloc-dev nasm pkg-config libmemcached-dev libpq-dev libc6-dev-i386 binutils-dev libboost-system-dev libboost-serialization-dev libboost-regex-dev libbsd-dev libpixman-1-dev libglib2.0-dev libglib2.0-dev:i386 python3-docutils libpng-dev gcc-multilib g++-multilib libgomp1 unzip,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,DEBIAN_FRONTEND=noninteractive apt-get install -y software-properties-common,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,add-apt-repository ppa:ubuntu-toolchain-r/test && apt update,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,DEBIAN_FRONTEND=noninteractive apt-get install -y gcc-9 g++-9,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,apt-get -y install git,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,wget -O cmake.sh https://github.com/Kitware/CMake/releases/download/v3.23.1/cmake-3.23.1-Linux-x86_64.sh && sh ./cmake.sh --prefix=/usr/local --skip-license,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,mkdir s2e,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,mkdir s2e-build,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/clang-binary,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/llvm-release-make,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/soci-make,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/z3,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/protobuf-make,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/libdwarf-make,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e stamps/rapidjson-make,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,cd s2e-build && make -f ../s2e/Makefile S2E_PREFIX=/opt/s2e install,,https://github.com/CyFI-Lab-Public/MARSEA/blob/331dd7e05a8b05a8a667c9f743917d32567ee365/s2e_linux/s2e/Dockerfile
ubuntu:22.04,mkdir /app,,https://github.com/m41denx/particle-engine/blob/74921f6775ce3167870f621469a78501e09a5973/Dockerfile
ubuntu:22.04,apt update && apt install -y curl,,https://github.com/m41denx/particle-engine/blob/74921f6775ce3167870f621469a78501e09a5973/Dockerfile
ubuntu:22.04,chmod +x /app/particle,,https://github.com/m41denx/particle-engine/blob/74921f6775ce3167870f621469a78501e09a5973/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get install -y wget,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get install xfce4 xfce4-goodies -y,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get install tightvncserver -y,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get install --reinstall libgtk2.0-0 -y,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get install gtk2-engines-pixbuf -y,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get purge --auto-remove xfce4-power-manager -y,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,rm -rf /var/lib/apt/lists/*,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,adduser --disabled-password --gecos '' user,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,wget https://projects.info.unamur.be/dbmain/files/dbm-1102-linux-amd64-setup.tar.gz,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,tar -xf dbm-1102-linux-amd64-setup.tar.gz,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,rm dbm-1102-linux-amd64-setup.tar.gz,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,chmod +x db-main.sh,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,chmod +x startVNC.sh,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,chmod +x stopVNC.sh,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,mkdir /home/user/.db-main,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,touch /home/user/.db-main/db_main.ini,,https://github.com/fantinialex/db-main-for-macOS/blob/f6e9efd47b9cf46629d1da5e49ff235d9debf619/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y shellcheck && rm -rf /var/lib/apt/lists/*,,https://github.com/DmitriyStoyanov/docker-shellcheck/blob/4d9eaf45ac347f56c4666e8e024221c3dcd11127/Dockerfile
ubuntu:22.04,apt update && apt full-upgrade --yes && apt install --yes curl git pip,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile
ubuntu:22.04,ln --symbolic /usr/bin/python3 /usr/bin/python,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile
ubuntu:22.04,"pip install ""mutmut==2.1.0"" black flake8 ipython pylint pyright pytest rope","WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile
ubuntu:22.04,curl --fail --location https://git.io/shellspec --show-error --silent | sh -s -- --yes,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile
ubuntu:22.04,shellspec --init,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile
ubuntu:22.04,make setup,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/common_task_framework/blob/272fc700a954cdd142c2e7bb114a1dff5d9a2fd4/Dockerfile
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,DEBIAN_FRONTEND=noninteractive apt-get update && apt-get install -y --no-install-recommends ca-certificates openssh-client sshpass zip unzip curl wget host jq make sudo moreutils git gnupg2 podman buildah qemu-user-static less groff && rm -rf /var/lib/apt/lists/* && update-ca-certificates,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -LO https://storage.googleapis.com/kubernetes-release/release/$(curl -s https://storage.googleapis.com/kubernetes-release/release/stable.txt)/bin/linux/amd64/kubectl && mv kubectl /usr/local/bin && chmod +x kubectl,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://get.helm.sh/helm-${HELM_VERSION}-linux-amd64.tar.gz -o helm.tar.gz && tar xzvf helm.tar.gz && mv linux-amd64/helm /usr/local/bin && rm -r linux-amd64 helm.tar.gz,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://releases.hashicorp.com/terraform/$TERRAFORM_VERSION/terraform_${TERRAFORM_VERSION}_linux_amd64.zip -o terraform.zip && unzip terraform.zip && mv terraform /usr/local/bin && rm -r terraform.zip,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://github.com/digitalocean/doctl/releases/download/v${DOCTL_VERSION}/doctl-${DOCTL_VERSION}-linux-amd64.tar.gz -o doctl.tar.gz && tar xzvf doctl.tar.gz && mv doctl /usr/local/bin && chmod +x /usr/local/bin/doctl && rm -r doctl.tar.gz,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://github.com/argoproj/argo-cd/releases/v${ARGOCD_VERSION}/download/argocd-linux-amd64 -o /usr/local/bin/argocd && chmod +x /usr/local/bin/argocd,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://download.docker.com/linux/static/stable/x86_64/docker-${DOCKER_VERSION}.tgz -o docker.tar.gz && tar xzvf docker.tgz && mv docker/docker /usr/local/bin && rm -r docker docker.tgz,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://github.com/docker/compose/releases/download/$DOCKER_COMPOSE_VERSION/docker-compose-$(uname -s)-$(uname -m) -o /usr/local/bin/docker-compose && chmod +x /usr/local/bin/docker-compose,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
ubuntu:22.04,curl -fsSL https://releases.hashicorp.com/vault/${VAULT_VERSION}/vault_${VAULT_VERSION}_linux_amd64.zip -o vault.zip && unzip vault.zip && mv vault /usr/local/bin && rm -r vault.zip,,https://github.com/vojtechmares/toolkit/blob/2c2c0c4b90b3152faa9ef462f6c06a99dcc05355/Dockerfile
